t_host_s,seq,base_us,idx,ax,ay,az,t_dev_us
1762339447.874592,6066,1159716796,19,349,773,129,1159739605
1762339447.874996,6067,1159755859,0,237,778,176,1159755859
1762339447.874996,6067,1159755859,1,264,777,121,1159757059
1762339447.874996,6067,1159755859,2,82,763,161,1159758259
1762339447.874996,6067,1159755859,3,10,770,121,1159759460
1762339447.874996,6067,1159755859,4,-135,856,58,1159760660
1762339447.874996,6067,1159755859,5,-293,870,-11,1159761861
1762339447.874996,6067,1159755859,6,-336,946,-111,1159763061
1762339447.874996,6067,1159755859,7,-422,1096,-217,1159764262
1762339447.874996,6067,1159755859,8,-679,1233,-418,1159765462
1762339447.874996,6067,1159755859,9,-817,1383,-534,1159766663
1762339447.874996,6067,1159755859,10,-957,1610,-604,1159767863
1762339447.874996,6067,1159755859,11,-1067,1917,-811,1159769064
1762339447.874996,6067,1159755859,12,-1136,1988,-813,1159770264
1762339447.874996,6067,1159755859,13,-1019,2045,-739,1159771465
1762339447.874996,6067,1159755859,14,-937,1992,-812,1159772665
1762339447.874996,6067,1159755859,15,-1353,1948,-807,1159773866
1762339447.874996,6067,1159755859,16,-1379,1981,-667,1159775066
1762339447.874996,6067,1159755859,17,-1696,2088,-256,1159776267
1762339447.874996,6067,1159755859,18,-1546,2067,-106,1159777467
1762339447.874996,6067,1159755859,19,-1716,1891,115,1159778668
1762339447.875387,6068,1159794921,0,-1739,1838,817,1159794921
1762339447.875387,6068,1159794921,1,-1744,1562,793,1159796121
1762339447.875387,6068,1159794921,2,-1949,1341,739,1159797321
1762339447.875387,6068,1159794921,3,-1876,1239,927,1159798522
1762339447.875387,6068,1159794921,4,-1883,1425,1084,1159799722
1762339447.875387,6068,1159794921,5,-2123,1646,1333,1159800923
1762339447.875387,6068,1159794921,6,-2209,1739,1647,1159802123
1762339447.875387,6068,1159794921,7,-2447,2161,1650,1159803324
1762339447.875387,6068,1159794921,8,-2636,2619,1628,1159804524
1762339447.875387,6068,1159794921,9,-2804,3260,1758,1159805725
1762339447.875387,6068,1159794921,10,-2988,3360,1957,1159806925
1762339447.875387,6068,1159794921,11,-3107,3688,2089,1159808126
1762339447.875387,6068,1159794921,12,-3390,3968,2187,1159809326
1762339447.875387,6068,1159794921,13,-3581,4095,2221,1159810527
1762339447.875387,6068,1159794921,14,-3655,4235,1576,1159811727
1762339447.875387,6068,1159794921,15,-3845,4561,2170,1159812928
1762339447.875387,6068,1159794921,16,-3762,4705,3108,1159814128
1762339447.875387,6068,1159794921,17,-4166,4656,3124,1159815329
1762339447.875387,6068,1159794921,18,-4069,5015,3315,1159816529
1762339447.875387,6068,1159794921,19,-3853,4965,2800,1159817730
1762339447.875787,6069,1159833984,0,-5594,8299,5495,1159833984
1762339447.875787,6069,1159833984,1,-20844,-563,-15048,1159835184
1762339447.875787,6069,1159833984,2,-17814,21109,15282,1159836384
1762339447.875787,6069,1159833984,3,-1254,12975,692,1159837585
1762339447.875787,6069,1159833984,4,6115,-2763,19863,1159838785
1762339447.875787,6069,1159833984,5,3556,-4474,19010,1159839986
1762339447.875787,6069,1159833984,6,-563,3142,4560,1159841186
1762339447.875787,6069,1159833984,7,-293,2966,3669,1159842387
1762339447.875787,6069,1159833984,8,-1335,3745,4055,1159843587
1762339447.875787,6069,1159833984,9,-2348,4447,1951,1159844788
1762339447.875787,6069,1159833984,10,-2171,4999,2920,1159845988
1762339447.875787,6069,1159833984,11,-2135,4088,3701,1159847189
1762339447.875787,6069,1159833984,12,-1840,4645,-1024,1159848389
1762339447.875787,6069,1159833984,13,-2515,4367,2023,1159849590
1762339447.875787,6069,1159833984,14,-2267,3867,-209,1159850790
1762339447.875787,6069,1159833984,15,-2085,3612,1766,1159851991
1762339447.875787,6069,1159833984,16,-2192,3732,2508,1159853191
1762339447.875787,6069,1159833984,17,-2209,4179,6130,1159854392
1762339447.875787,6069,1159833984,18,-2211,4744,8886,1159855592
1762339447.875787,6069,1159833984,19,-2158,5694,10108,1159856793
1762339447.876157,6070,1159873046,0,-2011,6745,11815,1159873046
1762339447.876157,6070,1159873046,1,-1819,7348,13175,1159874246
1762339447.876157,6070,1159873046,2,-1486,7981,13799,1159875446
1762339447.876157,6070,1159873046,3,-1286,8382,13601,1159876647
1762339447.876157,6070,1159873046,4,-1359,8465,13309,1159877847
1762339447.876157,6070,1159873046,5,-1396,8427,12636,1159879048
1762339447.876157,6070,1159873046,6,-1444,8225,12243,1159880248
1762339447.876157,6070,1159873046,7,-1638,7802,10999,1159881449
1762339447.876157,6070,1159873046,8,-1847,7535,9680,1159882649
1762339447.876157,6070,1159873046,9,-1953,7004,8718,1159883850
1762339447.876157,6070,1159873046,10,-1904,6770,7172,1159885050
1762339447.876157,6070,1159873046,11,-1950,6698,5673,1159886251
1762339447.876157,6070,1159873046,12,-1997,6756,4210,1159887451
1762339447.876157,6070,1159873046,13,-1961,6991,3651,1159888652
1762339447.876157,6070,1159873046,14,-1890,7359,2664,1159889852
1762339447.876157,6070,1159873046,15,-1755,7430,1907,1159891053
1762339447.876157,6070,1159873046,16,-1719,7629,1659,1159892253
1762339447.876157,6070,1159873046,17,-1463,7714,1488,1159893454
1762339447.876157,6070,1159873046,18,-1475,7757,1594,1159894654
1762339447.876157,6070,1159873046,19,-1364,7574,1883,1159895855
1762339447.876519,6071,1159912109,0,-1351,7336,2043,1159912109
1762339447.876519,6071,1159912109,1,-1332,6916,2349,1159913309
1762339447.876519,6071,1159912109,2,-1415,6932,2554,1159914509
1762339447.876519,6071,1159912109,3,-1490,6682,2559,1159915710
1762339447.876519,6071,1159912109,4,-1417,6478,2580,1159916910
1762339447.876519,6071,1159912109,5,-1491,6375,2466,1159918111
1762339447.876519,6071,1159912109,6,-1438,6160,2104,1159919311
1762339447.876519,6071,1159912109,7,-1531,5937,2168,1159920512
1762339447.876519,6071,1159912109,8,-1601,5822,1820,1159921712
1762339447.876519,6071,1159912109,9,-1593,5578,1434,1159922913
1762339447.876519,6071,1159912109,10,-1641,5271,1257,1159924113
1762339447.876519,6071,1159912109,11,-1585,4888,933,1159925314
1762339447.876519,6071,1159912109,12,-1683,4710,659,1159926514
1762339447.876519,6071,1159912109,13,-1636,4349,479,1159927715
1762339447.876519,6071,1159912109,14,-1720,4026,228,1159928915
1762339447.876519,6071,1159912109,15,-1643,3857,-90,1159930116
1762339447.876519,6071,1159912109,16,-1688,3581,-318,1159931316
1762339447.876519,6071,1159912109,17,-1696,3309,-451,1159932517
1762339447.876519,6071,1159912109,18,-1671,3084,-631,1159933717
1762339447.876519,6071,1159912109,19,-1687,2989,-894,1159934918
1762339447.876888,6072,1159951171,0,-1786,2841,-1226,1159951171
1762339447.876888,6072,1159951171,1,-1607,2631,-1165,1159952371
1762339447.876888,6072,1159951171,2,-1490,2551,-1403,1159953571
1762339447.876888,6072,1159951171,3,-1463,2378,-1595,1159954772
1762339447.876888,6072,1159951171,4,-1496,2195,-1757,1159955972
1762339447.876888,6072,1159951171,5,-1413,2131,-1995,1159957173
1762339447.876888,6072,1159951171,6,-1386,2080,-2194,1159958373
1762339447.876888,6072,1159951171,7,-1370,1944,-2325,1159959574
1762339447.876888,6072,1159951171,8,-1301,1800,-2447,1159960774
1762339447.876888,6072,1159951171,9,-1199,1729,-2566,1159961975
1762339447.876888,6072,1159951171,10,-1122,1602,-2628,1159963175
1762339447.876888,6072,1159951171,11,-1107,1491,-2638,1159964376
1762339447.876888,6072,1159951171,12,-965,1425,-2599,1159965576
1762339447.876888,6072,1159951171,13,-893,1457,-2360,1159966777
1762339447.876888,6072,1159951171,14,-519,1411,-2202,1159967977
1762339447.876888,6072,1159951171,15,-706,1369,-1830,1159969178
1762339447.876888,6072,1159951171,16,-564,1342,-1465,1159970378
1762339447.876888,6072,1159951171,17,-450,1298,-1188,1159971579
1762339447.876888,6072,1159951171,18,-406,1317,-1048,1159972779
1762339447.876888,6072,1159951171,19,-308,1339,-853,1159973980
1762339447.877248,6073,1159990234,0,-188,1354,-736,1159990234
1762339447.877248,6073,1159990234,1,-89,1437,-684,1159991434
1762339447.877248,6073,1159990234,2,-23,1510,-632,1159992634
1762339447.877248,6073,1159990234,3,57,1549,-623,1159993835
1762339447.877248,6073,1159990234,4,165,1665,-679,1159995035
1762339447.877248,6073,1159990234,5,226,1811,-714,1159996236
1762339447.877248,6073,1159990234,6,430,1854,-795,1159997436
1762339447.877248,6073,1159990234,7,648,1941,-838,1159998637
1762339447.877248,6073,1159990234,8,602,2071,-815,1159999837
1762339447.877248,6073,1159990234,9,628,2200,-775,1160001038
1762339447.877248,6073,1159990234,10,744,2253,-785,1160002238
1762339447.877248,6073,1159990234,11,800,2376,-799,1160003439
1762339447.877248,6073,1159990234,12,822,2433,-770,1160004639
1762339447.877248,6073,1159990234,13,852,2452,-748,1160005840
1762339447.877248,6073,1159990234,14,878,2438,-758,1160007040
1762339447.877248,6073,1159990234,15,859,2395,-753,1160008241
1762339447.877248,6073,1159990234,16,854,2355,-745,1160009441
1762339447.877248,6073,1159990234,17,872,2310,-699,1160010642
1762339447.877248,6073,1159990234,18,861,2228,-647,1160011842
1762339447.877248,6073,1159990234,19,827,2133,-546,1160013043
1762339447.877610,6074,1160029296,0,888,2060,-456,1160029296
1762339447.877610,6074,1160029296,1,873,2003,-375,1160030496
1762339447.877610,6074,1160029296,2,931,1940,-334,1160031696
1762339447.877610,6074,1160029296,3,927,1894,-259,1160032897
1762339447.877610,6074,1160029296,4,935,1854,-216,1160034097
1762339447.877610,6074,1160029296,5,983,1785,-150,1160035298
1762339447.877610,6074,1160029296,6,1071,1785,-68,1160036498
1762339447.877610,6074,1160029296,7,1150,1775,68,1160037699
1762339447.877610,6074,1160029296,8,1143,1782,197,1160038899
1762339447.877610,6074,1160029296,9,1195,1776,296,1160040100
1762339447.877610,6074,1160029296,10,1201,1778,418,1160041300
1762339447.877610,6074,1160029296,11,1237,1780,642,1160042501
1762339447.877610,6074,1160029296,12,1223,1792,754,1160043701
1762339447.877610,6074,1160029296,13,1228,1798,1023,1160044902
1762339447.877610,6074,1160029296,14,1245,1819,1257,1160046102
1762339447.877610,6074,1160029296,15,1316,1834,1419,1160047303
1762339447.877610,6074,1160029296,16,1336,1860,1465,1160048503
1762339447.877610,6074,1160029296,17,1293,1861,1491,1160049704
1762339447.877610,6074,1160029296,18,1317,1829,1425,1160050904
1762339447.877610,6074,1160029296,19,1380,1738,1431,1160052105
1762339447.877981,6075,1160068359,0,1314,1669,1396,1160068359
1762339447.877981,6075,1160068359,1,1244,1679,1339,1160069559
1762339447.877981,6075,1160068359,2,1247,1649,1264,1160070759
1762339447.877981,6075,1160068359,3,1199,1706,1213,1160071960
1762339447.877981,6075,1160068359,4,1221,1706,1175,1160073160
1762339447.877981,6075,1160068359,5,1208,1716,1148,1160074361
1762339447.877981,6075,1160068359,6,1194,1711,1116,1160075561
1762339447.877981,6075,1160068359,7,1167,1717,1075,1160076762
1762339447.877981,6075,1160068359,8,1141,1734,1047,1160077962
1762339447.877981,6075,1160068359,9,1114,1716,772,1160079163
1762339447.877981,6075,1160068359,10,1112,1761,995,1160080363
1762339447.877981,6075,1160068359,11,1075,1793,993,1160081564
1762339447.877981,6075,1160068359,12,1084,1875,1027,1160082764
1762339447.877981,6075,1160068359,13,1050,2020,1051,1160083965
1762339447.877981,6075,1160068359,14,1050,2160,1051,1160085165
1762339447.877981,6075,1160068359,15,999,2226,1058,1160086366
1762339447.877981,6075,1160068359,16,991,2354,1057,1160087566
1762339447.877981,6075,1160068359,17,980,2501,1123,1160088767
1762339447.877981,6075,1160068359,18,915,2573,1160,1160089967
1762339447.877981,6075,1160068359,19,989,2625,1243,1160091168
1762339447.878353,6076,1160107421,0,977,2654,1388,1160107421
1762339447.878353,6076,1160107421,1,914,2738,1663,1160108621
1762339447.878353,6076,1160107421,2,887,2810,1873,1160109821
1762339447.878353,6076,1160107421,3,916,2924,2229,1160111022
1762339447.878353,6076,1160107421,4,937,3058,2305,1160112222
1762339447.878353,6076,1160107421,5,934,3175,2540,1160113423
1762339447.878353,6076,1160107421,6,948,3292,2773,1160114623
1762339447.878353,6076,1160107421,7,906,3485,2920,1160115824
1762339447.878353,6076,1160107421,8,867,3826,3135,1160117024
1762339447.878353,6076,1160107421,9,785,3766,3319,1160118225
1762339447.878353,6076,1160107421,10,780,3897,3388,1160119425
1762339447.878353,6076,1160107421,11,756,4056,3527,1160120626
1762339447.878353,6076,1160107421,12,684,4105,3578,1160121826
1762339447.878353,6076,1160107421,13,680,4175,3658,1160123027
1762339447.878353,6076,1160107421,14,664,4234,3728,1160124227
1762339447.878353,6076,1160107421,15,648,4234,3859,1160125428
1762339447.878353,6076,1160107421,16,573,4239,4055,1160126628
1762339447.878353,6076,1160107421,17,573,4192,4161,1160127829
1762339447.878353,6076,1160107421,18,521,4140,4472,1160129029
1762339447.878353,6076,1160107421,19,463,4113,4695,1160130230
1762339447.878712,6077,1160146484,0,396,4081,4817,1160146484
1762339447.878712,6077,1160146484,1,387,4025,4845,1160147684
1762339447.878712,6077,1160146484,2,352,3996,4855,1160148884
1762339447.878712,6077,1160146484,3,374,3920,4838,1160150085
1762339447.878712,6077,1160146484,4,392,3856,4795,1160151285
1762339447.878712,6077,1160146484,5,394,3869,4709,1160152486
1762339447.878712,6077,1160146484,6,387,3914,4524,1160153686
1762339447.878712,6077,1160146484,7,479,3990,4324,1160154887
1762339447.878712,6077,1160146484,8,510,4116,4206,1160156087
1762339447.878712,6077,1160146484,9,561,4194,4026,1160157288
1762339447.878712,6077,1160146484,10,588,4332,3901,1160158488
1762339447.878712,6077,1160146484,11,592,4471,3868,1160159689
1762339447.878712,6077,1160146484,12,644,4523,3878,1160160889
1762339447.878712,6077,1160146484,13,679,4555,3865,1160162090
1762339447.878712,6077,1160146484,14,665,4548,3913,1160163290
1762339447.878712,6077,1160146484,15,667,4498,4014,1160164491
1762339447.878712,6077,1160146484,16,675,4425,4078,1160165691
1762339447.878712,6077,1160146484,17,621,4264,4130,1160166892
1762339447.878712,6077,1160146484,18,592,4042,4187,1160168092
1762339447.878712,6077,1160146484,19,491,3762,4350,1160169293
1762339447.879071,6078,1160185546,0,400,3665,4521,1160185546
1762339447.879071,6078,1160185546,1,387,3505,4629,1160186746
1762339447.879071,6078,1160185546,2,376,3444,4760,1160187946
1762339447.879071,6078,1160185546,3,420,3428,4835,1160189147
1762339447.879071,6078,1160185546,4,398,3444,4887,1160190347
1762339447.879071,6078,1160185546,5,396,3454,4892,1160191548
1762339447.879071,6078,1160185546,6,352,3506,4778,1160192748
1762339447.879071,6078,1160185546,7,346,3602,4680,1160193949
1762339447.879071,6078,1160185546,8,379,3719,4366,1160195149
1762339447.879071,6078,1160185546,9,462,3844,4477,1160196350
1762339447.879071,6078,1160185546,10,502,3901,4314,1160197550
1762339447.879071,6078,1160185546,11,541,3973,4189,1160198751
1762339447.879071,6078,1160185546,12,662,3631,3888,1160199951
1762339447.879071,6078,1160185546,13,398,3610,4448,1160201152
1762339447.879071,6078,1160185546,14,472,3736,4383,1160202352
1762339447.879071,6078,1160185546,15,687,3663,4226,1160203553
1762339447.879071,6078,1160185546,16,355,3785,4501,1160204753
1762339447.879071,6078,1160185546,17,501,3850,4287,1160205954
1762339447.879071,6078,1160185546,18,565,3890,4196,1160207154
1762339447.879071,6078,1160185546,19,554,3876,4183,1160208355
1762339447.879443,6079,1160224609,0,633,3596,4126,1160224609
1762339447.879443,6079,1160224609,1,744,3702,4212,1160225809
1762339447.879443,6079,1160224609,2,703,3445,4310,1160227009
1762339447.879443,6079,1160224609,3,754,3183,4515,1160228210
1762339447.879443,6079,1160224609,4,703,3037,4614,1160229410
1762339447.879443,6079,1160224609,5,693,2828,4665,1160230611
1762339447.879443,6079,1160224609,6,654,2643,4631,1160231811
1762339447.879443,6079,1160224609,7,616,2522,4519,1160233012
1762339447.879443,6079,1160224609,8,624,2376,4301,1160234212
1762339447.879443,6079,1160224609,9,614,2271,4241,1160235413
1762339447.879443,6079,1160224609,10,557,2268,4087,1160236613
1762339447.879443,6079,1160224609,11,647,2276,3818,1160237814
1762339447.879443,6079,1160224609,12,640,2360,3412,1160239014
1762339447.879443,6079,1160224609,13,711,2437,3394,1160240215
1762339447.879443,6079,1160224609,14,791,2445,3192,1160241415
1762339447.879443,6079,1160224609,15,816,2477,3014,1160242616
1762339447.879443,6079,1160224609,16,808,2508,2925,1160243816
1762339447.879443,6079,1160224609,17,803,2466,2812,1160245017
1762339447.879443,6079,1160224609,18,790,2406,2699,1160246217
1762339447.879443,6079,1160224609,19,794,2266,2674,1160247418
1762339447.879801,6080,1160263671,0,743,2154,2586,1160263671
1762339447.879801,6080,1160263671,1,685,2098,2517,1160264871
1762339447.879801,6080,1160263671,2,690,2008,2340,1160266071
1762339447.879801,6080,1160263671,3,677,1979,2219,1160267272
1762339447.879801,6080,1160263671,4,678,2031,2085,1160268472
1762339447.879801,6080,1160263671,5,688,2061,1920,1160269673
1762339447.879801,6080,1160263671,6,672,2149,1870,1160270873
1762339447.879801,6080,1160263671,7,684,2259,1853,1160272074
1762339447.879801,6080,1160263671,8,683,2312,1894,1160273274
1762339447.879801,6080,1160263671,9,770,2424,1853,1160274475
1762339447.879801,6080,1160263671,10,784,2561,1876,1160275675
1762339447.879801,6080,1160263671,11,854,2592,1916,1160276876
1762339447.879801,6080,1160263671,12,935,2694,1971,1160278076
1762339447.879801,6080,1160263671,13,985,2769,1982,1160279277
1762339447.879801,6080,1160263671,14,994,2807,1950,1160280477
1762339447.879801,6080,1160263671,15,1122,2843,1890,1160281678
1762339447.879801,6080,1160263671,16,1169,2840,1860,1160282878
1762339447.879801,6080,1160263671,17,1173,2789,1875,1160284079
1762339447.879801,6080,1160263671,18,1174,2736,1904,1160285279
1762339447.879801,6080,1160263671,19,1179,2629,1958,1160286480
1762339447.880161,6081,1160302734,0,1207,2539,1948,1160302734
1762339447.880161,6081,1160302734,1,1176,2341,1978,1160303934
1762339447.880161,6081,1160302734,2,1135,2278,2155,1160305134
1762339447.880161,6081,1160302734,3,1065,2118,2379,1160306335
1762339447.880161,6081,1160302734,4,1051,1887,2542,1160307535
1762339447.880161,6081,1160302734,5,959,1747,3014,1160308736
1762339447.880161,6081,1160302734,6,817,1476,3438,1160309936
1762339447.880161,6081,1160302734,7,782,1337,3655,1160311137
1762339447.880161,6081,1160302734,8,835,1348,3830,1160312337
1762339447.880161,6081,1160302734,9,905,1388,3764,1160313538
1762339447.880161,6081,1160302734,10,983,1439,3633,1160314738
1762339447.880161,6081,1160302734,11,1017,1574,3515,1160315939
1762339447.880161,6081,1160302734,12,1118,1637,3191,1160317139
1762339447.880161,6081,1160302734,13,1162,1747,2916,1160318340
1762339447.880161,6081,1160302734,14,1158,1774,2775,1160319540
1762339447.880161,6081,1160302734,15,1150,1700,2565,1160320741
1762339447.880161,6081,1160302734,16,1100,1637,2586,1160321941
1762339447.880161,6081,1160302734,17,1016,1550,2645,1160323142
1762339447.880161,6081,1160302734,18,1047,1479,2754,1160324342
1762339447.880161,6081,1160302734,19,1086,1457,2747,1160325543
1762339447.897541,6082,1160341796,0,1174,1447,2693,1160341796
1762339447.897541,6082,1160341796,1,1193,1518,2598,1160342996
1762339447.897541,6082,1160341796,2,1232,1540,2474,1160344196
1762339447.897541,6082,1160341796,3,1249,1515,2383,1160345397
1762339447.897541,6082,1160341796,4,1248,1534,2360,1160346597
1762339447.897541,6082,1160341796,5,1297,1498,2272,1160347798
1762339447.897541,6082,1160341796,6,1305,1468,2129,1160348998
1762339447.897541,6082,1160341796,7,1289,1358,2184,1160350199
1762339447.897541,6082,1160341796,8,1307,1343,2272,1160351399
1762339447.897541,6082,1160341796,9,1333,1362,2455,1160352600
1762339447.897541,6082,1160341796,10,1322,1379,2657,1160353800
1762339447.897541,6082,1160341796,11,1285,1343,2864,1160355001
1762339447.897541,6082,1160341796,12,1260,1234,3084,1160356201
1762339447.897541,6082,1160341796,13,1239,1194,3383,1160357402
1762339447.897541,6082,1160341796,14,1222,1150,3682,1160358602
1762339447.897541,6082,1160341796,15,1244,1231,3711,1160359803
1762339447.897541,6082,1160341796,16,1252,1243,3648,1160361003
1762339447.897541,6082,1160341796,17,1280,1294,3547,1160362204
1762339447.897541,6082,1160341796,18,1282,1367,3413,1160363404
1762339447.897541,6082,1160341796,19,1273,1408,3390,1160364605
1762339448.681185,6083,1160380859,0,1271,1485,3367,1160380859
1762339448.681185,6083,1160380859,1,1241,1639,3462,1160382059
1762339448.681185,6083,1160380859,2,1215,1776,3483,1160383259
1762339448.681185,6083,1160380859,3,1134,1861,3586,1160384460
1762339448.681185,6083,1160380859,4,1085,2044,3635,1160385660
1762339448.681185,6083,1160380859,5,1044,2215,3605,1160386861
1762339448.681185,6083,1160380859,6,951,2295,3517,1160388061
1762339448.681185,6083,1160380859,7,875,2311,3416,1160389262
1762339448.681185,6083,1160380859,8,796,2278,3345,1160390462
1762339448.681185,6083,1160380859,9,779,2268,3308,1160391663
1762339448.681185,6083,1160380859,10,720,2244,3198,1160392863
1762339448.681185,6083,1160380859,11,615,2220,3189,1160394064
1762339448.681185,6083,1160380859,12,582,2227,3247,1160395264
1762339448.681185,6083,1160380859,13,492,2440,3292,1160396465
1762339448.681185,6083,1160380859,14,460,2556,2939,1160397665
1762339448.681185,6083,1160380859,15,391,2700,2977,1160398866
1762339448.681185,6083,1160380859,16,348,2709,3058,1160400066
1762339448.681185,6083,1160380859,17,305,2670,3178,1160401267
1762339448.681185,6083,1160380859,18,290,2774,3364,1160402467
1762339448.681185,6083,1160380859,19,279,2999,3304,1160403668
1762339448.681585,6084,1160419921,0,353,3118,3363,1160419921
1762339448.681585,6084,1160419921,1,345,3210,3538,1160421121
1762339448.681585,6084,1160419921,2,338,3493,3418,1160422321
1762339448.681585,6084,1160419921,3,382,3543,3370,1160423522
1762339448.681585,6084,1160419921,4,363,3516,3255,1160424722
1762339448.681585,6084,1160419921,5,333,3568,3029,1160425923
1762339448.681585,6084,1160419921,6,371,3596,2770,1160427123
1762339448.681585,6084,1160419921,7,431,3615,2660,1160428324
1762339448.681585,6084,1160419921,8,470,3646,2555,1160429524
1762339448.681585,6084,1160419921,9,762,3610,2459,1160430725
1762339448.681585,6084,1160419921,10,531,3475,2543,1160431925
1762339448.681585,6084,1160419921,11,514,3423,2702,1160433126
1762339448.681585,6084,1160419921,12,504,3398,3071,1160434326
1762339448.681585,6084,1160419921,13,533,3381,3088,1160435527
1762339448.681585,6084,1160419921,14,497,3481,3464,1160436727
1762339448.681585,6084,1160419921,15,455,3443,4048,1160437928
1762339448.681585,6084,1160419921,16,755,3491,4327,1160439128
1762339448.681585,6084,1160419921,17,537,3852,4409,1160440329
1762339448.681585,6084,1160419921,18,597,4076,4372,1160441529
1762339448.681585,6084,1160419921,19,649,4348,4183,1160442730
1762339448.681885,6085,1160458984,0,648,4461,4241,1160458984
1762339448.681885,6085,1160458984,1,678,4427,4162,1160460184
1762339448.681885,6085,1160458984,2,702,4467,4137,1160461384
1762339448.681885,6085,1160458984,3,693,4390,4174,1160462585
1762339448.681885,6085,1160458984,4,695,4362,4226,1160463785
1762339448.681885,6085,1160458984,5,675,4374,4115,1160464986
1762339448.681885,6085,1160458984,6,689,4313,4022,1160466186
1762339448.681885,6085,1160458984,7,683,4269,3941,1160467387
1762339448.681885,6085,1160458984,8,691,4204,3898,1160468587
1762339448.681885,6085,1160458984,9,703,4262,3687,1160469788
1762339448.681885,6085,1160458984,10,711,4409,3567,1160470988
1762339448.681885,6085,1160458984,11,751,4523,3264,1160472189
1762339448.681885,6085,1160458984,12,803,4590,3010,1160473389
1762339448.681885,6085,1160458984,13,789,4656,3001,1160474590
1762339448.681885,6085,1160458984,14,784,4766,2868,1160475790
1762339448.681885,6085,1160458984,15,773,4768,2726,1160476991
1762339448.681885,6085,1160458984,16,787,4758,2449,1160478191
1762339448.681885,6085,1160458984,17,804,4567,2277,1160479392
1762339448.681885,6085,1160458984,18,814,4244,2255,1160480592
1762339448.681885,6085,1160458984,19,901,4172,2196,1160481793
1762339448.682122,6086,1160498046,0,1048,3907,1851,1160498046
1762339448.682122,6086,1160498046,1,1068,3448,2011,1160499246
1762339448.682122,6086,1160498046,2,1092,3212,1924,1160500446
1762339448.682122,6086,1160498046,3,1102,2828,1968,1160501647
1762339448.682122,6086,1160498046,4,1170,2712,1992,1160502847
1762339448.682122,6086,1160498046,5,1210,2505,2040,1160504048
1762339448.682122,6086,1160498046,6,1233,2427,1990,1160505248
1762339448.682122,6086,1160498046,7,1233,2289,1882,1160506449
1762339448.682122,6086,1160498046,8,1200,2112,1891,1160507649
1762339448.682122,6086,1160498046,9,1150,2029,1729,1160508850
1762339448.682122,6086,1160498046,10,1156,1888,1683,1160510050
1762339448.682122,6086,1160498046,11,1197,1865,1645,1160511251
1762339448.682122,6086,1160498046,12,1130,1863,1633,1160512451
1762339448.682122,6086,1160498046,13,1105,1816,1551,1160513652
1762339448.682122,6086,1160498046,14,1051,1766,1553,1160514852
1762339448.682122,6086,1160498046,15,1049,1854,1521,1160516053
1762339448.682122,6086,1160498046,16,1172,1857,1392,1160517253
1762339448.682122,6086,1160498046,17,1095,2060,1239,1160518454
1762339448.682122,6086,1160498046,18,973,2129,1220,1160519654
1762339448.682122,6086,1160498046,19,948,2304,1231,1160520855
1762339448.682355,6087,1160537109,0,945,2524,1230,1160537109
1762339448.682355,6087,1160537109,1,999,2819,1245,1160538309
1762339448.682355,6087,1160537109,2,950,3001,1225,1160539509
1762339448.682355,6087,1160537109,3,881,3041,1252,1160540710
1762339448.682355,6087,1160537109,4,886,3099,1195,1160541910
1762339448.682355,6087,1160537109,5,856,3186,1229,1160543111
1762339448.682355,6087,1160537109,6,861,3235,1131,1160544311
1762339448.682355,6087,1160537109,7,907,3162,1162,1160545512
1762339448.682355,6087,1160537109,8,879,3093,1097,1160546712
1762339448.682355,6087,1160537109,9,907,2983,907,1160547913
1762339448.682355,6087,1160537109,10,905,2898,915,1160549113
1762339448.682355,6087,1160537109,11,892,2725,915,1160550314
1762339448.682355,6087,1160537109,12,868,2493,929,1160551514
1762339448.682355,6087,1160537109,13,867,2398,868,1160552715
1762339448.682355,6087,1160537109,14,882,2285,480,1160553915
1762339448.682355,6087,1160537109,15,788,1147,-921,1160555116
1762339448.682355,6087,1160537109,16,1003,1180,635,1160556316
1762339448.682355,6087,1160537109,17,400,1420,361,1160557517
1762339448.682355,6087,1160537109,18,456,1751,431,1160558717
1762339448.682355,6087,1160537109,19,630,1764,350,1160559918
1762339448.682582,6088,1160576171,0,549,1655,706,1160576171
1762339448.682582,6088,1160576171,1,704,1751,1421,1160577371
1762339448.682582,6088,1160576171,2,535,1879,1526,1160578571
1762339448.682582,6088,1160576171,3,834,2223,1748,1160579772
1762339448.682582,6088,1160576171,4,712,2234,1514,1160580972
1762339448.682582,6088,1160576171,5,767,2295,1560,1160582173
1762339448.682582,6088,1160576171,6,570,2187,1821,1160583373
1762339448.682582,6088,1160576171,7,282,2216,2036,1160584574
1762339448.682582,6088,1160576171,8,233,2846,2963,1160585774
1762339448.682582,6088,1160576171,9,578,4001,3205,1160586975
1762339448.682582,6088,1160576171,10,1025,4082,3269,1160588175
1762339448.682582,6088,1160576171,11,706,3831,3410,1160589376
1762339448.682582,6088,1160576171,12,102,3335,3630,1160590576
1762339448.682582,6088,1160576171,13,-110,3333,4148,1160591777
1762339448.682582,6088,1160576171,14,10,3750,4646,1160592977
1762339448.682582,6088,1160576171,15,-577,4205,5451,1160594178
1762339448.682582,6088,1160576171,16,-1867,4289,6317,1160595378
1762339448.682582,6088,1160576171,17,-480,4863,6040,1160596579
1762339448.682582,6088,1160576171,18,585,5391,6339,1160597779
1762339448.682582,6088,1160576171,19,839,5701,6172,1160598980
