t_host_s,seq,base_us,idx,ax,ay,az,t_dev_us
1762339459.055413,6308,1169169921,9,-224,3144,2751,1169180725
1762339459.055413,6308,1169169921,10,-211,3135,2779,1169181925
1762339459.055413,6308,1169169921,11,-209,3141,2750,1169183126
1762339459.055413,6308,1169169921,12,-227,3145,2779,1169184326
1762339459.055413,6308,1169169921,13,-212,3150,2759,1169185527
1762339459.055413,6308,1169169921,14,-210,3139,2747,1169186727
1762339459.055413,6308,1169169921,15,-219,3156,2758,1169187928
1762339459.055413,6308,1169169921,16,-217,3159,2752,1169189128
1762339459.055413,6308,1169169921,17,-229,3142,2758,1169190329
1762339459.055413,6308,1169169921,18,-242,3144,2759,1169191529
1762339459.055413,6308,1169169921,19,-225,3137,2749,1169192730
1762339459.055897,6309,1169208984,0,-219,3143,2779,1169208984
1762339459.055897,6309,1169208984,1,-223,3149,2757,1169210184
1762339459.055897,6309,1169208984,2,-227,3146,2760,1169211384
1762339459.055897,6309,1169208984,3,-222,3148,2765,1169212585
1762339459.055897,6309,1169208984,4,-214,3146,2765,1169213785
1762339459.055897,6309,1169208984,5,-216,3166,2779,1169214986
1762339459.055897,6309,1169208984,6,-213,3149,2767,1169216186
1762339459.055897,6309,1169208984,7,-224,3146,2771,1169217387
1762339459.055897,6309,1169208984,8,-213,3148,2767,1169218587
1762339459.055897,6309,1169208984,9,-228,3135,2761,1169219788
1762339459.055897,6309,1169208984,10,-213,3138,2757,1169220988
1762339459.055897,6309,1169208984,11,-219,3133,2753,1169222189
1762339459.055897,6309,1169208984,12,-226,3150,2747,1169223389
1762339459.055897,6309,1169208984,13,-211,3150,2743,1169224590
1762339459.055897,6309,1169208984,14,-227,3137,2755,1169225790
1762339459.055897,6309,1169208984,15,-219,3150,2750,1169226991
1762339459.055897,6309,1169208984,16,-218,3154,2774,1169228191
1762339459.055897,6309,1169208984,17,-225,3126,2768,1169229392
1762339459.055897,6309,1169208984,18,-227,3162,2770,1169230592
1762339459.055897,6309,1169208984,19,-233,3147,2772,1169231793
1762339459.056244,6310,1169248046,0,-219,3151,2767,1169248046
1762339459.056244,6310,1169248046,1,-220,3147,2774,1169249246
1762339459.056244,6310,1169248046,2,-213,3147,2772,1169250446
1762339459.056244,6310,1169248046,3,-230,3144,2763,1169251647
1762339459.056244,6310,1169248046,4,-231,3125,2767,1169252847
1762339459.056244,6310,1169248046,5,-217,3147,2776,1169254048
1762339459.056244,6310,1169248046,6,-249,3143,2758,1169255248
1762339459.056244,6310,1169248046,7,-221,3141,2755,1169256449
1762339459.056244,6310,1169248046,8,-220,3144,2758,1169257649
1762339459.056244,6310,1169248046,9,-215,3147,2762,1169258850
1762339459.056244,6310,1169248046,10,-233,3135,2763,1169260050
1762339459.056244,6310,1169248046,11,-222,3141,2748,1169261251
1762339459.056244,6310,1169248046,12,-221,3147,2770,1169262451
1762339459.056244,6310,1169248046,13,-224,3154,2751,1169263652
1762339459.056244,6310,1169248046,14,-236,3142,2745,1169264852
1762339459.056244,6310,1169248046,15,-227,3153,2770,1169266053
1762339459.056244,6310,1169248046,16,-205,3134,2754,1169267253
1762339459.056244,6310,1169248046,17,-239,3141,2771,1169268454
1762339459.056244,6310,1169248046,18,-228,3159,2770,1169269654
1762339459.056244,6310,1169248046,19,-212,3155,2779,1169270855
1762339459.056535,6311,1169287109,0,-223,3161,2773,1169287109
1762339459.056535,6311,1169287109,1,-222,3158,2784,1169288309
1762339459.056535,6311,1169287109,2,-222,3153,2764,1169289509
1762339459.056535,6311,1169287109,3,-220,3137,2762,1169290710
1762339459.056535,6311,1169287109,4,-212,3152,2760,1169291910
1762339459.056535,6311,1169287109,5,-213,3145,2756,1169293111
1762339459.056535,6311,1169287109,6,-240,3143,2769,1169294311
1762339459.056535,6311,1169287109,7,-233,3144,2756,1169295512
1762339459.056535,6311,1169287109,8,-228,3145,2767,1169296712
1762339459.056535,6311,1169287109,9,-229,3138,2750,1169297913
1762339459.056535,6311,1169287109,10,-219,3158,2762,1169299113
1762339459.056535,6311,1169287109,11,-227,3161,2777,1169300314
1762339459.056535,6311,1169287109,12,-221,3148,2755,1169301514
1762339459.056535,6311,1169287109,13,-230,3140,2752,1169302715
1762339459.056535,6311,1169287109,14,-221,3142,2755,1169303915
1762339459.056535,6311,1169287109,15,-220,3133,2764,1169305116
1762339459.056535,6311,1169287109,16,-219,3147,2761,1169306316
1762339459.056535,6311,1169287109,17,-227,3156,2780,1169307517
1762339459.056535,6311,1169287109,18,-226,3173,2754,1169308717
1762339459.056535,6311,1169287109,19,-224,3165,2771,1169309918
1762339459.056832,6312,1169326171,0,-226,3159,2774,1169326171
1762339459.056832,6312,1169326171,1,-220,3161,2778,1169327371
1762339459.056832,6312,1169326171,2,-226,3141,2760,1169328571
1762339459.056832,6312,1169326171,3,-232,3139,2759,1169329772
1762339459.056832,6312,1169326171,4,-225,3154,2772,1169330972
1762339459.056832,6312,1169326171,5,-231,3138,2760,1169332173
1762339459.056832,6312,1169326171,6,-214,3134,2749,1169333373
1762339459.056832,6312,1169326171,7,-221,3140,2736,1169334574
1762339459.056832,6312,1169326171,8,-203,3139,2756,1169335774
1762339459.056832,6312,1169326171,9,-228,3145,2747,1169336975
1762339459.056832,6312,1169326171,10,-226,3159,2746,1169338175
1762339459.056832,6312,1169326171,11,-221,3162,2724,1169339376
1762339459.056832,6312,1169326171,12,-232,3162,2715,1169340576
1762339459.056832,6312,1169326171,13,-214,3168,2767,1169341777
1762339459.056832,6312,1169326171,14,-157,3171,2797,1169342977
1762339459.056832,6312,1169326171,15,-24,3165,2715,1169344178
1762339459.056832,6312,1169326171,16,146,3213,2513,1169345378
1762339459.056832,6312,1169326171,17,384,3298,2448,1169346579
1762339459.056832,6312,1169326171,18,480,3325,2378,1169347779
1762339459.056832,6312,1169326171,19,540,3254,2549,1169348980
1762339459.057689,6313,1169365234,0,759,3465,2442,1169365234
1762339459.057689,6313,1169365234,1,591,3063,2728,1169366434
1762339459.057689,6313,1169365234,2,645,3258,2707,1169367634
1762339459.057689,6313,1169365234,3,413,3208,2736,1169368835
1762339459.057689,6313,1169365234,4,-99,3076,2888,1169370035
1762339459.057689,6313,1169365234,5,-343,2841,2766,1169371236
1762339459.057689,6313,1169365234,6,-332,3062,3081,1169372436
1762339459.057689,6313,1169365234,7,-520,3393,3307,1169373637
1762339459.057689,6313,1169365234,8,-1466,2798,3010,1169374837
1762339459.057689,6313,1169365234,9,-1323,3426,2360,1169376038
1762339459.057689,6313,1169365234,10,-1132,3263,2751,1169377238
1762339459.057689,6313,1169365234,11,-837,3503,2618,1169378439
1762339459.057689,6313,1169365234,12,-892,3152,2840,1169379639
1762339459.057689,6313,1169365234,13,-756,2665,3322,1169380840
1762339459.057689,6313,1169365234,14,-382,3211,2303,1169382040
1762339459.057689,6313,1169365234,15,-289,3378,2400,1169383241
1762339459.057689,6313,1169365234,16,-368,3155,2748,1169384441
1762339459.057689,6313,1169365234,17,-228,3310,863,1169385642
1762339459.057689,6313,1169365234,18,-415,2449,5857,1169386842
1762339459.057689,6313,1169365234,19,-750,1228,2838,1169388043
1762339459.058312,6314,1169404296,0,-286,2602,2994,1169404296
1762339459.058312,6314,1169404296,1,-210,2767,2935,1169405496
1762339459.058312,6314,1169404296,2,-476,3039,3432,1169406696
1762339459.058312,6314,1169404296,3,-159,2892,3187,1169407897
1762339459.058312,6314,1169404296,4,-115,2892,3026,1169409097
1762339459.058312,6314,1169404296,5,-139,2955,3036,1169410298
1762339459.058312,6314,1169404296,6,-187,2982,2970,1169411498
1762339459.058312,6314,1169404296,7,-220,2989,2994,1169412699
1762339459.058312,6314,1169404296,8,-235,3010,3055,1169413899
1762339459.058312,6314,1169404296,9,-225,2965,3059,1169415100
1762339459.058312,6314,1169404296,10,-246,2967,3048,1169416300
1762339459.058312,6314,1169404296,11,-231,2995,3004,1169417501
1762339459.058312,6314,1169404296,12,-207,3004,2944,1169418701
1762339459.058312,6314,1169404296,13,-181,2999,2915,1169419902
1762339459.058312,6314,1169404296,14,-198,3026,2893,1169421102
1762339459.058312,6314,1169404296,15,-187,3041,2907,1169422303
1762339459.058312,6314,1169404296,16,-210,3074,2882,1169423503
1762339459.058312,6314,1169404296,17,-215,3058,2900,1169424704
1762339459.058312,6314,1169404296,18,-248,3053,2874,1169425904
1762339459.058312,6314,1169404296,19,-252,3074,2885,1169427105
1762339459.058895,6315,1169443359,0,-259,3111,2818,1169443359
1762339459.058895,6315,1169443359,1,-288,3112,2833,1169444559
1762339459.058895,6315,1169443359,2,-280,3123,2816,1169445759
1762339459.058895,6315,1169443359,3,-273,3123,2815,1169446960
1762339459.058895,6315,1169443359,4,-270,3106,2796,1169448160
1762339459.058895,6315,1169443359,5,-247,3111,2787,1169449361
1762339459.058895,6315,1169443359,6,-244,3103,2783,1169450561
1762339459.058895,6315,1169443359,7,-252,3093,2793,1169451762
1762339459.058895,6315,1169443359,8,-250,3076,2799,1169452962
1762339459.058895,6315,1169443359,9,-249,3069,2829,1169454163
1762339459.058895,6315,1169443359,10,-250,3081,2824,1169455363
1762339459.058895,6315,1169443359,11,-246,3088,2764,1169456564
1762339459.058895,6315,1169443359,12,-247,3094,2756,1169457764
1762339459.058895,6315,1169443359,13,-251,3107,2762,1169458965
1762339459.058895,6315,1169443359,14,-243,3086,2777,1169460165
1762339459.058895,6315,1169443359,15,-245,3080,2823,1169461366
1762339459.058895,6315,1169443359,16,-241,3066,2885,1169462566
1762339459.058895,6315,1169443359,17,-244,3051,2896,1169463767
1762339459.058895,6315,1169443359,18,-239,3065,2885,1169464967
1762339459.058895,6315,1169443359,19,-227,3063,2846,1169466168
1762339459.059440,6316,1169482421,0,-226,3081,2880,1169482421
1762339459.059440,6316,1169482421,1,-217,3065,2883,1169483621
1762339459.059440,6316,1169482421,2,-228,3048,2912,1169484821
1762339459.059440,6316,1169482421,3,-230,3045,2927,1169486022
1762339459.059440,6316,1169482421,4,-209,3050,2940,1169487222
1762339459.059440,6316,1169482421,5,-231,3050,2912,1169488423
1762339459.059440,6316,1169482421,6,-226,3039,2915,1169489623
1762339459.059440,6316,1169482421,7,-231,3062,2897,1169490824
1762339459.059440,6316,1169482421,8,-236,3061,2869,1169492024
1762339459.059440,6316,1169482421,9,-222,3062,2880,1169493225
1762339459.059440,6316,1169482421,10,-215,3050,2883,1169494425
1762339459.059440,6316,1169482421,11,-223,3051,2895,1169495626
1762339459.059440,6316,1169482421,12,-218,3055,2886,1169496826
1762339459.059440,6316,1169482421,13,-243,3057,2865,1169498027
1762339459.059440,6316,1169482421,14,-236,3068,2860,1169499227
1762339459.059440,6316,1169482421,15,-221,3054,2828,1169500428
1762339459.059440,6316,1169482421,16,-228,3072,2817,1169501628
1762339459.059440,6316,1169482421,17,-225,3075,2805,1169502829
1762339459.059440,6316,1169482421,18,-227,3065,2818,1169504029
1762339459.059440,6316,1169482421,19,-234,3075,2814,1169505230
1762339459.060047,6317,1169521484,0,-245,3096,2793,1169521484
1762339459.060047,6317,1169521484,1,-243,3079,2814,1169522684
1762339459.060047,6317,1169521484,2,-243,3086,2790,1169523884
1762339459.060047,6317,1169521484,3,-229,3073,2778,1169525085
1762339459.060047,6317,1169521484,4,-254,3097,2787,1169526285
1762339459.060047,6317,1169521484,5,-237,3092,2798,1169527486
1762339459.060047,6317,1169521484,6,-236,3097,2788,1169528686
1762339459.060047,6317,1169521484,7,-227,3092,2805,1169529887
1762339459.060047,6317,1169521484,8,-250,3098,2807,1169531087
1762339459.060047,6317,1169521484,9,-220,3095,2825,1169532288
1762339459.060047,6317,1169521484,10,-240,3102,2805,1169533488
1762339459.060047,6317,1169521484,11,-242,3090,3060,1169534689
1762339459.060047,6317,1169521484,12,-237,3091,2817,1169535889
1762339459.060047,6317,1169521484,13,-226,3095,2856,1169537090
1762339459.060047,6317,1169521484,14,-238,3102,2822,1169538290
1762339459.060047,6317,1169521484,15,-230,3106,2812,1169539491
1762339459.060047,6317,1169521484,16,-236,3088,2804,1169540691
1762339459.060047,6317,1169521484,17,-245,3115,2805,1169541892
1762339459.060047,6317,1169521484,18,-253,3084,2806,1169543092
1762339459.060047,6317,1169521484,19,-242,3103,2802,1169544293
1762339459.060520,6318,1169560546,0,-245,3088,2807,1169560546
1762339459.060520,6318,1169560546,1,-244,3124,2804,1169561746
1762339459.060520,6318,1169560546,2,-241,3127,2795,1169562946
1762339459.060520,6318,1169560546,3,-238,3140,2790,1169564147
1762339459.060520,6318,1169560546,4,-244,3140,2771,1169565347
1762339459.060520,6318,1169560546,5,-247,3142,2751,1169566548
1762339459.060520,6318,1169560546,6,-248,3147,2772,1169567748
1762339459.060520,6318,1169560546,7,-227,3165,2745,1169568949
1762339459.060520,6318,1169560546,8,-261,3154,2724,1169570149
1762339459.060520,6318,1169560546,9,-257,3163,2731,1169571350
1762339459.060520,6318,1169560546,10,-247,3161,2714,1169572550
1762339459.060520,6318,1169560546,11,-235,3169,2727,1169573751
1762339459.060520,6318,1169560546,12,-252,3162,2698,1169574951
1762339459.060520,6318,1169560546,13,-236,3157,2700,1169576152
1762339459.060520,6318,1169560546,14,-250,3167,2698,1169577352
1762339459.060520,6318,1169560546,15,-244,3169,2712,1169578553
1762339459.060520,6318,1169560546,16,-239,3155,2700,1169579753
1762339459.060520,6318,1169560546,17,-250,3165,2703,1169580954
1762339459.060520,6318,1169560546,18,-245,3166,2732,1169582154
1762339459.060520,6318,1169560546,19,-249,3172,2721,1169583355
1762339459.060844,6319,1169599609,0,-234,3176,2704,1169599609
1762339459.060844,6319,1169599609,1,-243,3178,2713,1169600809
1762339459.060844,6319,1169599609,2,-240,3174,2721,1169602009
1762339459.060844,6319,1169599609,3,-233,3179,2718,1169603210
1762339459.060844,6319,1169599609,4,-253,3174,2737,1169604410
1762339459.060844,6319,1169599609,5,-241,3185,2731,1169605611
1762339459.060844,6319,1169599609,6,-253,3177,2742,1169606811
1762339459.060844,6319,1169599609,7,-231,3186,2722,1169608012
1762339459.060844,6319,1169599609,8,-239,3183,2747,1169609212
1762339459.060844,6319,1169599609,9,-244,3174,2724,1169610413
1762339459.060844,6319,1169599609,10,-248,3184,2744,1169611613
1762339459.060844,6319,1169599609,11,-247,3177,2734,1169612814
1762339459.060844,6319,1169599609,12,-240,3189,2753,1169614014
1762339459.060844,6319,1169599609,13,-231,3180,2721,1169615215
1762339459.060844,6319,1169599609,14,-245,3195,2730,1169616415
1762339459.060844,6319,1169599609,15,-249,3185,2733,1169617616
1762339459.060844,6319,1169599609,16,-240,3183,2743,1169618816
1762339459.060844,6319,1169599609,17,-236,3174,2735,1169620017
1762339459.060844,6319,1169599609,18,-228,3169,2730,1169621217
1762339459.060844,6319,1169599609,19,-251,3169,2728,1169622418
1762339459.061118,6320,1169638671,0,-235,3191,2714,1169638671
1762339459.061118,6320,1169638671,1,-243,3179,2723,1169639871
1762339459.061118,6320,1169638671,2,-240,3179,2717,1169641071
1762339459.061118,6320,1169638671,3,-251,3190,2724,1169642272
1762339459.061118,6320,1169638671,4,-249,3183,2730,1169643472
1762339459.061118,6320,1169638671,5,-243,3174,2719,1169644673
1762339459.061118,6320,1169638671,6,-243,3189,2713,1169645873
1762339459.061118,6320,1169638671,7,-238,3180,2710,1169647074
1762339459.061118,6320,1169638671,8,-255,3179,2710,1169648274
1762339459.061118,6320,1169638671,9,-242,3183,2715,1169649475
1762339459.061118,6320,1169638671,10,-234,3174,2711,1169650675
1762339459.061118,6320,1169638671,11,-265,3180,2724,1169651876
1762339459.061118,6320,1169638671,12,-256,3171,2724,1169653076
1762339459.061118,6320,1169638671,13,-257,3169,2733,1169654277
1762339459.061118,6320,1169638671,14,-258,3176,2719,1169655477
1762339459.061118,6320,1169638671,15,-244,3183,2708,1169656678
1762339459.061118,6320,1169638671,16,-252,3185,2725,1169657878
1762339459.061118,6320,1169638671,17,-254,3172,2731,1169659079
1762339459.061118,6320,1169638671,18,-259,3183,2728,1169660279
1762339459.061118,6320,1169638671,19,-250,3176,2723,1169661480
1762339459.061379,6321,1169677734,0,-243,3173,2722,1169677734
1762339459.061379,6321,1169677734,1,-242,3171,2732,1169678934
1762339459.061379,6321,1169677734,2,-245,3180,2728,1169680134
1762339459.061379,6321,1169677734,3,-235,3177,2717,1169681335
1762339459.061379,6321,1169677734,4,-242,3180,2733,1169682535
1762339459.061379,6321,1169677734,5,-240,3170,2726,1169683736
1762339459.061379,6321,1169677734,6,-243,3172,2729,1169684936
1762339459.061379,6321,1169677734,7,-251,3172,2735,1169686137
1762339459.061379,6321,1169677734,8,-245,3171,2737,1169687337
1762339459.061379,6321,1169677734,9,-232,3164,2721,1169688538
1762339459.061379,6321,1169677734,10,-251,3191,2731,1169689738
1762339459.061379,6321,1169677734,11,-242,3188,2731,1169690939
1762339459.061379,6321,1169677734,12,-249,3199,2710,1169692139
1762339459.061379,6321,1169677734,13,-244,3195,2744,1169693340
1762339459.061379,6321,1169677734,14,-246,3206,2737,1169694540
1762339459.061379,6321,1169677734,15,-245,3196,2755,1169695741
1762339459.061379,6321,1169677734,16,-256,3207,2731,1169696941
1762339459.061379,6321,1169677734,17,-249,3195,2744,1169698142
1762339459.061379,6321,1169677734,18,-228,3187,2742,1169699342
1762339459.061379,6321,1169677734,19,-249,3190,2729,1169700543
1762339459.061644,6322,1169716796,0,-231,3167,2742,1169716796
1762339459.061644,6322,1169716796,1,-237,3175,2712,1169717996
1762339459.061644,6322,1169716796,2,-236,3162,2727,1169719196
1762339459.061644,6322,1169716796,3,-249,3174,2716,1169720397
1762339459.061644,6322,1169716796,4,-236,3156,2722,1169721597
1762339459.061644,6322,1169716796,5,-245,3179,2705,1169722798
1762339459.061644,6322,1169716796,6,-239,3160,2733,1169723998
1762339459.061644,6322,1169716796,7,-246,3177,2737,1169725199
1762339459.061644,6322,1169716796,8,-241,3179,2729,1169726399
1762339459.061644,6322,1169716796,9,-251,3207,2742,1169727600
1762339459.061644,6322,1169716796,10,-252,3189,2725,1169728800
1762339459.061644,6322,1169716796,11,-247,3196,2721,1169730001
1762339459.061644,6322,1169716796,12,-251,3191,2744,1169731201
1762339459.061644,6322,1169716796,13,-242,3192,2732,1169732402
